0, 68466
1, 52
2, 48
3, 75
4, 57
5, 112
6, 50
7, 58
8, 50
9, 54
10, 52
11, 40
12, 26
13, 28
14, 32
15, 15
16, 36
17, 26
18, 23
19, 15
20, 17
21, 24
22, 15
23, 10
24, 5
25, 8
26, 10
27, 8
28, 5
29, 8
30, 7
31, 3
32, 10
33, 3
34, 4
35, 2
36, 3
37, 2
38, 3
39, 4
40, 4
41, 3
42, 3
43, 4
45, 2
47, 1
48, 1
50, 1
51, 2
53, 2
54, 1
55, 2
57, 1
58, 1
61, 1
63, 1
66, 1
68, 2
71, 1
72, 1
75, 1
76, 1
77, 1
84, 1
89, 1
91, 1
112, 1
133, 1
139, 1
168, 1
172, 1
197, 1
200, 1
203, 1
245, 1
246, 1
1147, 1
1698, 1
avg, 0.100936
perc, 79.9294
