0, 2569
1, 33
2, 38
3, 69
4, 51
5, 105
6, 51
7, 59
8, 47
9, 48
10, 53
11, 40
12, 26
13, 29
14, 31
15, 15
16, 34
17, 27
18, 20
19, 12
20, 18
21, 23
22, 18
23, 10
24, 5
25, 7
26, 13
27, 6
28, 4
29, 7
30, 9
31, 2
32, 4
33, 6
34, 5
35, 3
36, 4
37, 2
38, 3
39, 3
40, 4
41, 4
42, 3
43, 4
44, 2
45, 2
46, 1
47, 1
48, 2
51, 2
52, 1
53, 2
54, 1
55, 2
57, 1
58, 2
61, 1
63, 1
66, 1
68, 1
71, 1
72, 1
73, 1
75, 1
76, 1
77, 1
84, 1
90, 1
91, 1
112, 1
133, 1
139, 1
168, 1
172, 1
197, 1
200, 1
203, 1
245, 1
246, 1
1147, 1
1698, 1
avg, 2.01317
perc, 79.0644
