0, 49720
1, 7
2, 53
3, 25
4, 53
5, 70
6, 40
7, 28
8, 64
9, 27
10, 26
11, 26
12, 39
13, 22
14, 17
15, 13
16, 19
17, 14
18, 12
19, 11
20, 10
21, 8
22, 7
23, 13
24, 15
25, 17
26, 16
27, 11
28, 9
29, 2
30, 12
31, 5
32, 5
33, 7
34, 5
35, 2
36, 2
37, 4
38, 6
39, 6
40, 5
41, 3
42, 1
43, 2
44, 2
45, 2
46, 3
47, 3
49, 4
50, 2
52, 1
53, 2
54, 1
57, 1
59, 2
60, 1
61, 1
62, 2
65, 1
69, 1
70, 2
71, 1
74, 1
76, 1
77, 1
78, 1
79, 2
81, 1
85, 1
86, 2
87, 1
89, 1
90, 1
103, 1
133, 3
138, 1
141, 1
151, 1
178, 1
206, 1
286, 1
323, 1
667, 1
1932, 1
avg, 0.140943
